"","ENTITY_CD","ENTITY_NAME","PER_SUSPENSIONS"
"3563","451001040002","L A WEBBER MIDDLE-HIGH SCHOOL",9
"3564","460102040006","ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL",12
"3565","460102040007","ALTMAR-PARISH-WILLIAMSTOWN ELEMENTARY SCHOOL",2
"3566","460500010001","FAIRGRIEVE SCHOOL",4
"3567","460500010005","G RAY BODLEY HIGH SCHOOL",11
"3568","460500010006","FULTON JUNIOR HIGH SCHOOL",15
"3569","460500010007","GRANBY ELEMENTARY SCHOOL",2
"3570","460500010008","J E LANIGAN SCHOOL",3
"3571","460500010011","VOLNEY ELEMENTARY SCHOOL",1
"3572","460701040001","KENNEY MIDDLE SCHOOL",11
"3573","460701040002","HANNIBAL HIGH SCHOOL",15
"3574","460701040003","FAIRLEY SCHOOL",5
"3575","460801060001","AURA A COLE ELEMENTARY SCHOOL",0
"3576","460801060002","BREWERTON ELEMENTARY SCHOOL",1
"3577","460801060005","PAUL V MOORE HIGH SCHOOL",9
"3578","460801060006","MILLARD HAWK PRIMARY SCHOOL",2
"3579","460801060007","HASTINGS MALLORY ELEMENTARY SCHOOL",0
"3580","460801060008","CENTRAL SQUARE MIDDLE SCHOOL",9
"3581","460901060001","MEXICO ELEMENTARY SCHOOL",0
"3582","460901060002","PALERMO ELEMENTARY SCHOOL",1
"3583","460901060003","MEXICO HIGH SCHOOL",12
"3584","460901060004","NEW HAVEN ELEMENTARY SCHOOL",2
"3585","460901060005","MEXICO MIDDLE SCHOOL",11
"3586","461300010002","CHARLES E RILEY ELEMENTARY SCHOOL",4
"3587","461300010003","LEIGHTON ELEMENTARY SCHOOL",8
"3588","461300010004","FITZHUGH PARK ELEMENTARY SCHOOL",7
"3589","461300010005","KINGSFORD PARK ELEMENTARY SCHOOL",2
"3590","461300010006","MINETTO ELEMENTARY SCHOOL",0
"3591","461300010007","OSWEGO MIDDLE SCHOOL",12
"3592","461300010008","OSWEGO HIGH SCHOOL",14
"3593","461801040001","PULASKI HIGH SCHOOL",8
"3594","461801040003","PULASKI ELEMENTARY SCHOOL",0
"3595","461801040004","PULASKI MIDDLE SCHOOL",6
"3596","461901040001","SANDY CREEK HIGH SCHOOL",8
"3597","461901040002","SANDY CREEK ELEMENTARY SCHOOL",1
"3598","461901040003","SANDY CREEK MIDDLE SCHOOL",4
"3599","462001060001","MICHAEL A MAROUN ELEMENTARY SCHOOL",0
"3600","462001060004","EMERSON J DILLON MIDDLE SCHOOL",6
"3601","462001060006","JOHN C BIRDLEBOUGH HIGH SCHOOL",11
"3602","470202040002","GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL",0
"3603","470202040003","GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL",3
"3604","470501040001","EDMESTON CENTRAL SCHOOL",4
"3605","470801040001","LAURENS CENTRAL SCHOOL",5
"3606","470901040001","SCHENEVUS CENTRAL SCHOOL",0
"3607","471101040001","MILFORD CENTRAL SCHOOL",0
"3608","471201040001","MORRIS CENTRAL SCHOOL",4
"3609","471400010002","ONEONTA SENIOR HIGH SCHOOL",4
"3610","471400010003","VALLEYVIEW ELEMENTARY SCHOOL",5
"3611","471400010004","GREATER PLAINS ELEMENTARY SCHOOL",5
"3612","471400010007","ONEONTA MIDDLE SCHOOL",5
"3613","471400010008","RIVERSIDE ELEMENTARY SCHOOL",11
"3614","471601040004","UNADILLA ELEMENTARY SCHOOL",3
"3615","471601040005","UNATEGO JUNIOR-SENIOR HIGH SCHOOL",5
"3616","471601040006","UNATEGO MIDDLE SCHOOL",3
"3617","471701040001","COOPERSTOWN ELEMENTARY SCHOOL",2
"3618","471701040003","COOPERSTOWN JUNIOR/SENIOR HIGH SCHOOL",2
"3619","472001040001","RICHFIELD SPRINGS CENTRAL SCHOOL",6
"3620","472001040002","RICHFIELD SPRINGS JR/SR HIGH SCHOOL",8
"3621","472202040001","CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL",2
"3622","472506040001","WORCESTER SCHOOL",8
"3623","480101060001","MAHOPAC HIGH SCHOOL",5
"3624","480101060002","AUSTIN ROAD ELEMENTARY SCHOOL",1
"3625","480101060004","MAHOPAC MIDDLE SCHOOL",3
"3626","480101060005","LAKEVIEW ELEMENTARY SCHOOL",0
"3627","480101060006","FULMAR ROAD ELEMENTARY SCHOOL",1
"3628","480101060008","MAHOPAC FALLS SCHOOL",0
"3629","480102060001","KENT PRIMARY SCHOOL",0
"3630","480102060002","KENT ELEMENTARY SCHOOL",1
"3631","480102060003","MATTHEW PATERSON ELEMENTARY SCHOOL",0
"3632","480102060005","CARMEL HIGH SCHOOL",6
"3633","480102060007","GEORGE FISCHER MIDDLE SCHOOL",2
"3634","480401040001","HALDANE ELEMENTARY/MIDDLE SCHOOL",0
"3635","480401040002","HALDANE HIGH SCHOOL",3
"3636","480401040003","HALDANE MIDDLE SCHOOL",NA
"3637","480404020001","GARRISON SCHOOL",0
"3638","480503040001","PUTNAM VALLEY HIGH SCHOOL",5
"3639","480503040002","PUTNAM VALLEY MIDDLE SCHOOL",4
"3640","480503040003","PUTNAM VALLEY ELEMENTARY SCHOOL",0
"3641","480601060002","C V STARR INTERMEDIATE SCHOOL",0
"3642","480601060003","BREWSTER HIGH SCHOOL",6
"3643","480601060004","JOHN F KENNEDY ELEMENTARY SCHOOL",1
"3644","480601060005","HENRY H WELLS MIDDLE SCHOOL",3
"3645","490101040001","BERLIN ELEMENTARY SCHOOL",2
"3646","490101040006","BERLIN HIGH SCHOOL",7
"3647","490202040002","TAMARAC MIDDLE SCHOOL HIGH SCHOOL",4
"3648","490202040003","TAMARAC ELEMENTARY SCHOOL",1
"3649","490301060001","DONALD P SUTHERLAND SCHOOL",0
"3650","490301060002","BELL TOP SCHOOL",0
"3651","490301060003","GREEN MEADOW SCHOOL",0
"3652","490301060005","CITIZEN EDMOND GENET SCHOOL",1
"3653","490301060006","RED MILL SCHOOL",0
"3654","490301060007","COLUMBIA HIGH SCHOOL",2
"3655","490301060008","HOWARD L GOFF SCHOOL",3
"3656","490501060002","HOOSICK FALLS ELEMENTARY SCHOOL",0
"3657","490501060003","HOOSICK FALLS JUNIOR/SENIOR HIGH SCHOOL",1
"3658","490601060002","KNICKERBACKER MIDDLE SCHOOL",20
"3659","490601060003","LANSINGBURGH SENIOR HIGH SCHOOL",13
"3660","490601060008","TURNPIKE ELEMENTARY SCHOOL",2
"3661","490601060009","RENSSELAER PARK ELEMENTARY SCHOOL",9
"3662","490801080001","NORTH GREENBUSH SCHOOL",0
"3663","490804020002","GARDNER-DICKINSON SCHOOL",1
"3664","491200010006","VAN RENSSELAER ELEMENTARY SCHOOL",1
"3665","491200010007","RENSSELAER JUNIOR/SENIOR HIGH SCHOOL",7
"3666","491302060001","SAND LAKE-MILLER HILL SCHOOL",0
"3667","491302060002","AVERILL PARK HIGH SCHOOL",6
"3668","491302060004","POESTENKILL ELEMENTARY SCHOOL",1
"3669","491302060005","WEST SAND LAKE ELEMENTARY SCHOOL",0
"3670","491302060006","ALGONQUIN MIDDLE SCHOOL",1
"3671","491401040001","HOOSIC VALLEY ELEMENTARY SCHOOL",5
"3672","491401040002","HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL",6
"3673","491501040002","MAPLE HILL HIGH SCHOOL",3
"3674","491501040003","CASTLETON ELEMENTARY SCHOOL",1
"3675","491700010002","PS 2",20
"3676","491700010014","PS 14",5
"3677","491700010016","PS 16",6
"3678","491700010018","PS 18",6
"3679","491700010019","TROY HIGH SCHOOL",16
"3680","491700010020","CARROLL HILL SCHOOL",12
"3681","491700010021","TROY MIDDLE SCHOOL",31
"3682","491700860931","TRUE NORTH TROY PREPARATORY CHARTER SCHOOL",12
"3683","500101060001","LITTLE TOR ELEMENTARY SCHOOL",0
"3684","500101060002","BARDONIA ELEMENTARY SCHOOL",0
"3685","500101060006","LAUREL PLAINS ELEMENTARY SCHOOL",0
"3686","500101060007","LINK ELEMENTARY SCHOOL",0
"3687","500101060008","NEW CITY ELEMENTARY SCHOOL",0
"3688","500101060010","WEST NYACK ELEMENTARY SCHOOL",1
"3689","500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL",4
"3690","500101060014","LAKEWOOD ELEMENTARY SCHOOL",0
"3691","500101060015","WOODGLEN ELEMENTARY SCHOOL",0
"3692","500101060016","STRAWTOWN ELEMENTARY SCHOOL",0
"3693","500101060019","CLARKSTOWN SOUTH SENIOR HIGH SCHOOL",3
"3694","500101060020","BIRCHWOOD SCHOOL",13
"3695","500101060022","FELIX FESTA DETERMINATION MIDDLE SCHOOL",2
"3696","500101060023","FELIX FESTA CHARACTER MIDDLE SCHOOL",1
"3697","500101060024","FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL",1
"3698","500108030001","HIGHVIEW ELEMENTARY SCHOOL",0
"3699","500108030002","GEORGE W MILLER ELEMENTARY SCHOOL",0
"3700","500108030003","A MACARTHUR BARR MIDDLE SCHOOL",5
"3701","500108030004","NANUET SENIOR HIGH SCHOOL",3
"3702","500108030005","A MACARTHUR BARR MS 5-6 ACADEMY",3
"3703","500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)",5
"3704","500201060001","WILLOW GROVE ELEMENTARY SCHOOL",3
"3705","500201060004","STONY POINT ELEMENTARY SCHOOL",2
"3706","500201060008","JAMES A FARLEY ELEMENTARY SCHOOL",4
"3707","500201060009","NORTH ROCKLAND HIGH SCHOOL",7
"3708","500201060010","HAVERSTRAW ELEMENTARY SCHOOL",4
"3709","500201060011","THIELLS ELEMENTARY SCHOOL",0
"3710","500201060012","WEST HAVERSTRAW ELEMENTARY SCHOOL",3
"3711","500201060013","FIELDSTONE MIDDLE SCHOOL",7
"3712","500301060006","WILLIAM O SCHAEFER ELEMENTARY SCHOOL",0
"3713","500301060007","TAPPAN ZEE HIGH SCHOOL",3
"3714","500301060008","SOUTH ORANGETOWN MIDDLE SCHOOL",1
"3715","500301060009","COTTAGE LANE ELEMENTARY SCHOOL",0
"3716","500304030002","LIBERTY ELEMENTARY SCHOOL",0
"3717","500304030004","UPPER NYACK SCHOOL",0
"3718","500304030005","VALLEY COTTAGE SCHOOL",0
"3719","500304030006","NYACK SENIOR HIGH SCHOOL",5
"3720","500304030007","NYACK MIDDLE SCHOOL",2
"3721","500308030003","EVANS PARK SCHOOL",0
"3722","500308030008","PEARL RIVER HIGH SCHOOL",3
"3723","500308030009","PEARL RIVER MIDDLE SCHOOL",1
"3724","500308030010","FRANKLIN AVENUE SCHOOL",0
"3725","500308030011","LINCOLN AVENUE SCHOOL",0
"3726","500401060001","CHERRY LANE ELEMENTARY SCHOOL",2
"3727","500401060002","RICHARD P CONNOR ELEMENTARY SCHOOL",1
"3728","500401060004","SLOATSBURG ELEMENTARY SCHOOL",1
"3729","500401060009","SUFFERN SENIOR HIGH SCHOOL",4
"3730","500401060010","MONTEBELLO ROAD SCHOOL",2
"3731","500401060011","SUFFERN MIDDLE SCHOOL",2
"3732","500401060012","VIOLA ELEMENTARY SCHOOL",0
"3733","500402060001","FLEETWOOD ELEMENTARY SCHOOL",1
"3734","500402060002","GRANDVIEW ELEMENTARY SCHOOL",0
"3735","500402060003","HEMPSTEAD ELEMENTARY SCHOOL",1
"3736","500402060004","KAKIAT ELEMENTARY SCHOOL",0
"3737","500402060005","MARGETTS ELEMENTARY SCHOOL",1
"3738","500402060006","EAST RAMAPO EARLY CHILDHOOD CENTER AT KAKIAT",0
"3739","500402060010","SUMMIT PARK ELEMENTARY SCHOOL",0
"3740","500402060013","CHESTNUT RIDGE MIDDLE SCHOOL",2
"3741","500402060014","SPRING VALLEY HIGH SCHOOL",5
"3742","500402060015","POMONA MIDDLE SCHOOL",2
"3743","500402060016","ELMWOOD ELEMENTARY SCHOOL",0
"3744","500402060018","RAMAPO HIGH SCHOOL",8
"3745","500402060019","LIME KILN ELEMENTARY SCHOOL",1
"3746","500402060023","ELDORADO ELEMENTARY SCHOOL",1
"3747","510101040001","ST LAWRENCE MIDDLE SCHOOL",6
"3748","510101040002","SAINT LAWRENCE ELEMENTARY SCHOOL",4
"3749","510101040003","SAINT LAWRENCE HIGH SCHOOL",9
"3750","510201060001","F S BANFORD ELEMENTARY SCHOOL",1
"3751","510201060003","H C WILLIAMS SENIOR HIGH SCHOOL",5
"3752","510201060004","J M MCKENNEY MIDDLE SCHOOL",2
"3753","510401040001","CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL",11
"3754","510401040002","CLIFTON-FINE ELEMENTARY SCHOOL",0
"3755","510501040001","COLTON-PIERREPONT CENTRAL SCHOOL",2
"3756","511101060005","GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL",13
"3757","511101060006","EAST SIDE ELEMENTARY SCHOOL",1
"3758","511101060008","GOUVERNEUR MIDDLE SCHOOL",13
"3759","511201040001","HAMMOND CENTRAL SCHOOL",2
"3760","511301040002","HERMON-DEKALB CENTRAL SCHOOL",3
"3761","511602040002","LISBON CENTRAL SCHOOL",2
"3762","511901040001","MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL",4
"3763","511901040004","MADRID-WADDINGTON ELEMENTARY SCHOOL",1
"3764","512001060001","JEFFERSON ELEMENTARY SCHOOL",0
"3765","512001060004","MADISON ELEMENTARY SCHOOL",0
"3766","512001060005","NIGHTENGALE ELEMENTARY SCHOOL",0
"3767","512001060008","MASSENA SENIOR HIGH SCHOOL",8
"3768","512001060009","J WILLIAM LEARY JUNIOR HIGH SCHOOL",5
"3769","512101040001","MORRISTOWN CENTRAL SCHOOL",3
"3770","512201040001","NORWOOD-NORFOLK SCHOOL",7
"3771","512201040002","NORWOOD-NORFOLK ELEMENTARY SCHOOL",3
"3772","512201040003","NORWOOD-NORFOLK MIDDLE SCHOOL",1
"3773","512300010002","JOHN F KENNEDY SCHOOL",1
"3774","512300010004","MADILL SCHOOL",0
"3775","512300010009","OGDENSBURG FREE ACADEMY",9
"3776","512404040001","HEUVELTON CENTRAL SCHOOL",7
"3777","512501040002","PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL",1
"3778","512501040004","PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL",10
"3779","512902060002","LAWRENCE AVENUE ELEMENTARY SCHOOL",0
"3780","512902060003","POTSDAM SENIOR HIGH SCHOOL",3
"3781","512902060004","A A KINGSTON MIDDLE SCHOOL",4
"3782","513102040001","EDWARDS-KNOX ELEMENTARY SCHOOL",2
"3783","513102040002","EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL",16
"3784","520101060001","FRANCIS L STEVENS ELEMENTARY SCHOOL",0
"3785","520101060002","CHARLTON HEIGHTS ELEMENTARY SCHOOL",0
"3786","520101060004","PASHLEY ELEMENTARY SCHOOL",0
"3787","520101060005","RICHARD H O'ROURKE MIDDLE SCHOOL",0
"3788","520101060006","BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL",0
"3789","520302060001","SHENENDEHOWA HIGH SCHOOL",4
"3790","520302060002","SKANO ELEMENTARY SCHOOL",0
"3791","520302060003","ARONGEN ELEMENTARY SCHOOL",2
"3792","520302060004","OKTE ELEMENTARY SCHOOL",1
"3793","520302060005","TESAGO ELEMENTARY SCHOOL",0
"3794","520302060006","ORENDA ELEMENTARY SCHOOL",0
"3795","520302060007","KARIGON ELEMENTARY SCHOOL",0
"3796","520302060008","KODA MIDDLE SCHOOL",2
"3797","520302060009","GOWANA MIDDLE SCHOOL",3
"3798","520302060010","CHANGO ELEMENTARY SCHOOL",0
"3799","520302060011","ACADIA MIDDLE SCHOOL",3
"3800","520302060013","SHATEKON ELEMENTARY SCHOOL",1
"3801","520401040007","CORINTH HIGH SCHOOL",8
"3802","520401040008","CORINTH MIDDLE SCHOOL",6
"3803","520401040009","CORINTH ELEMENTARY SCHOOL",3
"3804","520601080001","EDINBURG COMMON SCHOOL",2
"3805","520701040001","JOSEPH HENRY ELEMENTARY SCHOOL",0
"3806","520701040002","GALWAY JUNIOR/SENIOR HIGH SCHOOL",4
"3807","521200050001","MECHANICVILLE ELEMENTARY SCHOOL",1
"3808","521200050003","MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL",10
"3809","521301060001","BALLSTON SPA SENIOR HIGH SCHOOL",10
"3810","521301060002","MALTA AVENUE ELEMENTARY SCHOOL",0
"3811","521301060003","GORDON CREEK ELEMENTARY SCHOOL",0
"3812","521301060005","BALLSTON SPA MIDDLE SCHOOL",6
"3813","521301060006","WOOD ROAD ELEMENTARY SCHOOL",1
"3814","521301060008","MILTON TERRACE NORTH ELEMENTARY SCHOOL",0
"3815","521401040002","OLIVER W WINCH MIDDLE SCHOOL",5
"3816","521401040003","HARRISON AVENUE ELEMENTARY SCHOOL",0
"3817","521401040007","SOUTH GLENS FALLS SENIOR HIGH SCHOOL",8
"3818","521401040008","MOREAU ELEMENTARY SCHOOL",0
"3819","521401040009","BALLARD ELEMENTARY SCHOOL",0
"3820","521401040010","TANGLEWOOD ELEMENTARY SCHOOL",0
"3821","521701040002","SCHUYLERVILLE HIGH SCHOOL",5
"3822","521701040003","SCHUYLERVILLE ELEMENTARY SCHOOL",0
"3823","521701040005","SCHUYLERVILLE MIDDLE SCHOOL",8
"3824","521800010006","DOROTHY NOLAN ELEMENTARY SCHOOL",0
"3825","521800010007","GREENFIELD ELEMENTARY SCHOOL",1
"3826","521800010008","CAROLINE STREET ELEMENTARY SCHOOL",1
"3827","521800010009","DIVISION STREET ELEMENTARY SCHOOL",0
"3828","521800010010","SARATOGA SPRINGS HIGH SCHOOL",5
"3829","521800010012","LAKE AVENUE ELEMENTARY SCHOOL",3
"3830","521800010014","GEYSER ROAD ELEMENTARY SCHOOL",0
"3831","521800010015","MAPLE AVENUE MIDDLE SCHOOL",2
"3832","522001040002","STILLWATER ELEMENTARY SCHOOL",1
"3833","522001040003","STILLWATER MIDDLE SCHOOL HIGH SCHOOL",6
"3834","522101030004","WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL",10
"3835","522101030005","WATERFORD-HALFMOON ELEMENTARY SCHOOL",1
"3836","530101040001","DUANESBURG HIGH SCHOOL",6
"3837","530101040002","DUANESBURG ELEMENTARY SCHOOL",0
"3838","530202060001","GLEN-WORDEN ELEMENTARY SCHOOL",0
"3839","530202060002","GLENDAAL SCHOOL",0
"3840","530202060003","LINCOLN SCHOOL",0
"3841","530202060005","SACANDAGA SCHOOL",1
"3842","530202060006","SCOTIA-GLENVILLE SENIOR HIGH SCHOOL",7
"3843","530202060007","SCOTIA-GLENVILLE MIDDLE SCHOOL",7
"3844","530301060001","BIRCHWOOD ELEMENTARY SCHOOL",3
"3845","530301060002","CRAIG ELEMENTARY SCHOOL",1
"3846","530301060003","GLENCLIFF SCHOOL",0
"3847","530301060004","HILLSIDE SCHOOL",2
"3848","530301060005","ROSENDALE SCHOOL",1
"3849","530301060006","VAN ANTWERP MIDDLE SCHOOL",1
"3850","530301060007","NISKAYUNA HIGH SCHOOL",1
"3851","530301060008","IROQUOIS MIDDLE SCHOOL",0
"3852","530501060003","JEFFERSON ELEMENTARY SCHOOL",1
"3853","530501060004","SCHALMONT MIDDLE SCHOOL",4
"3854","530501060006","SCHALMONT HIGH SCHOOL",6
"3855","530515060001","HERMAN L BRADT ELEMENTARY SCHOOL",0
"3856","530515060003","DRAPER MIDDLE SCHOOL",13
"3857","530515060004","MOHONASEN SENIOR HIGH SCHOOL",11
"3858","530515060005","PINEWOOD ELEMENTARY SCHOOL",3
"3859","530600010008","MARTIN LUTHER KING SCHOOL",11
"3860","530600010009","HAMILTON ELEMENTARY SCHOOL",6
"3861","530600010010","HOWE EARLY CHILDHOOD EDUCATIONAL CENTER",1
"3862","530600010011","LINCOLN SCHOOL",1
"3863","530600010013","PAIGE SCHOOL",8
"3864","530600010014","PLEASANT VALLEY SCHOOL",14
"3865","530600010017","YATES SCHOOL",7
"3866","530600010018","JESSIE T ZOLLER SCHOOL",5
"3867","530600010024","MONT PLEASANT MIDDLE SCHOOL",35
"3868","530600010025","SCHENECTADY HIGH SCHOOL",22
"3869","530600010026","VAN CORLAER SCHOOL",10
"3870","530600010029","WOODLAWN SCHOOL",7
"3871","530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL",5
"3872","530600010034","CENTRAL PARK INTERNATIONAL MAGNET SCHOOL",25
"3873","530600010035","ONEIDA MIDDLE SCHOOL",20
"3874","540801040001","GILBOA-CONESVILLE CENTRAL SCHOOL",0
"3875","540901040001","JEFFERSON CENTRAL SCHOOL",0
"3876","541001040001","MIDDLEBURGH JUNIOR/SENIOR HIGH SCHOOL",6
"3877","541001040002","MIDDLEBURGH ELEMENTARY SCHOOL",1
"3878","541102060001","GEORGE D RYDER ELEMENTARY SCHOOL",1
"3879","541102060002","COBLESKILL-RICHMONDVILLE HIGH SCHOOL",4
"3880","541102060004","WILLIAM H GOLDING MIDDLE SCHOOL",1
"3881","541102060005","JOSEPH B RADEZ ELEMENTARY SCHOOL",1
"3882","541201040002","SCHOHARIE ELEMENTARY SCHOOL",1
"3883","541201040003","SCHOHARIE HIGH SCHOOL",3
"3884","541401040001","SHARON SPRINGS CENTRAL SCHOOL",1
"3885","550101040001","B C CATE ELEMENTARY SCHOOL",1
"3886","550101040002","HOWARD A HANLON ELEMENTARY SCHOOL",2
"3887","550101040003","ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL",9
"3888","550301060002","WATKINS GLEN ELEMENTARY SCHOOL",3
"3889","550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL",9
"3890","560501040003","SOUTH SENECA ELEMENTARY SCHOOL",1
"3891","560501040004","SOUTH SENECA MIDDLE/HIGH SCHOOL",9
"3892","560603040001","ROMULUS CENTRAL SCHOOL",6
"3893","560701060001","FRANK M KNIGHT ELEMENTARY SCHOOL",1
"3894","560701060003","MYNDERSE ACADEMY",11
"3895","560701060004","ELIZABETH CADY STANTON ELEMENTARY SCHOOL",8
"3896","560701060005","SENECA FALLS MIDDLE SCHOOL",7
"3897","561006060001","WATERLOO HIGH SCHOOL",12
"3898","561006060002","LA FAYETTE SCHOOL",3
"3899","561006060003","WATERLOO MIDDLE SCHOOL",7
"3900","561006060004","SKOI-YASE SCHOOL",1
"3901","570101040001","TUSCARORA ELEMENTARY SCHOOL",7
"3902","570101040002","ADDISON HIGH SCHOOL",5
"3903","570101040003","VALLEY ELEMENTARY SCHOOL",NA
"3904","570201040002","AVOCA CENTRAL SCHOOL",2
"3905","570302060001","VERNON E WIGHTMAN PRIMARY SCHOOL",2
"3906","570302060003","HAVERLING SENIOR HIGH SCHOOL",4
"3907","570302060004","DANA L LYON MIDDLE SCHOOL",2
"3908","570401040001","BRADFORD CENTRAL SCHOOL",5
"3909","570603040001","CAMPBELL-SAVONA ELEMENTARY SCHOOL",0
"3910","570603040002","CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL",5
"3911","571000010003","CALVIN U SMITH ELEMENTARY SCHOOL",2
"3912","571000010005","ERWIN VALLEY ELEMENTARY SCHOOL",0
"3913","571000010007","FREDERICK CARDER ELEMENTARY SCHOOL",1
"3914","571000010008","HUGH W GREGG ELEMENTARY SCHOOL",1
"3915","571000010012","WILLIAM E SEVERN ELEMENTARY SCHOOL",2
"3916","571000010013","WINFIELD STREET ELEMENTARY SCHOOL",6
"3917","571000010017","CORNING-PAINTED POST HIGH SCHOOL",4
"3918","571000010019","CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER",0
"3919","571000010020","CORNING-PAINTED POST MIDDLE SCHOOL",9
"3920","571502060000","CANISTEO-GREENWOOD CSD",3
"3921","571502060001","CANISTEO-GREENWOOD HIGH SCHOOL",4
"3922","571502060002","CANISTEO-GREENWOOD ELEMENTARY/MIDDLE SCHOOL",3
"3923","571800010001","HORNELL INTERMEDIATE SCHOOL",6
"3924","571800010002","BRYANT SCHOOL",6
"3925","571800010006","HORNELL SENIOR HIGH SCHOOL",7
"3926","571800010007","NORTH HORNELL SCHOOL",2
"3927","571901040004","ARKPORT CENTRAL SCHOOL",3
"3928","572301040001","PRATTSBURGH CENTRAL SCHOOL",6
"3929","572702040001","JASPER-TROUPSBURG ELEMENTARY SCHOOL",2
"3930","572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",5
"3931","572901040002","GLENN CURTISS MEMORIAL SCHOOL",0
"3932","572901040004","HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL",2
"3933","573002040001","WAYLAND-COHOCTON HIGH SCHOOL",7
"3934","573002040002","WAYLAND ELEMENTARY SCHOOL",1
"3935","573002040003","WAYLAND-COHOCTON MIDDLE SCHOOL",6
"3936","573002040004","COHOCTON ELEMENTARY SCHOOL",1
"3937","580101030001","BABYLON MEMORIAL GRADE SCHOOL",1
"3938","580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",4
"3939","580101030003","BABYLON ELEMENTARY SCHOOL",0
"3940","580102030001","FOREST AVENUE SCHOOL",0
"3941","580102030002","JOHN F KENNEDY SCHOOL",1
"3942","580102030004","SANTAPOGUE SCHOOL",0
"3943","580102030005","SOUTH BAY SCHOOL",0
"3944","580102030006","TOOKER AVENUE SCHOOL",0
"3945","580102030007","WEST BABYLON JUNIOR HIGH SCHOOL",4
"3946","580102030008","WEST BABYLON SENIOR HIGH SCHOOL",7
"3947","580103030001","BELMONT ELEMENTARY SCHOOL",0
"3948","580103030002","ROBERT MOSES MIDDLE SCHOOL",4
"3949","580103030003","PARLIAMENT PLACE SCHOOL",1
"3950","580103030006","WOODS ROAD ELEMENTARY SCHOOL",2
"3951","580103030008","NORTH BABYLON HIGH SCHOOL",10
"3952","580103030009","MARION G VEDDER ELEMENTARY SCHOOL",0
"3953","580103030010","WILLIAM E DELUCA JR ELEMENTARY SCHOOL",1
"3954","580104030001","ALBANY AVENUE SCHOOL",0
"3955","580104030002","ALLEGHANY AVENUE SCHOOL",2
"3956","580104030003","DANIEL STREET SCHOOL",0
"3957","580104030005","HARDING AVENUE SCHOOL",0
"3958","580104030008","WILLIAM RALL SCHOOL",2
"3959","580104030009","WEST GATES AVENUE SCHOOL",0
"3960","580104030010","LINDENHURST SENIOR HIGH SCHOOL",4
"3961","580104030011","LINDENHURST MIDDLE SCHOOL",2
"3962","580105030001","DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL",2
"3963","580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL",2
"3964","580105030004","SUSAN E WILEY SCHOOL",1
"3965","580105030005","WALTER G O'CONNELL COPIAGUE HIGH SCHOOL",6
"3966","580105030006","COPIAGUE MIDDLE SCHOOL",6
"3967","580105030007","DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL",0
"3968","580106030001","NORTHEAST SCHOOL",0
"3969","580106030002","NORTHWEST ELEMENTARY SCHOOL",2
"3970","580106030003","PARK AVENUE SCHOOL",2
"3971","580106030004","EDMUND W MILES MIDDLE SCHOOL",7
"3972","580106030005","AMITYVILLE MEMORIAL HIGH SCHOOL",12
"3973","580107030001","MAY MOORE PRIMARY SCHOOL",2
"3974","580107030004","JOHN QUINCY ADAMS PRIMARY SCHOOL",2
"3975","580107030007","DEER PARK HIGH SCHOOL",6
"3976","580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL",0
"3977","580107030009","ROBERT FROST MIDDLE SCHOOL",4
"3978","580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL",0
"3979","580109020003","WYANDANCH MEMORIAL HIGH SCHOOL",7
"3980","580109020004","MILTON L OLIVE MIDDLE SCHOOL",5
"3981","580109020006","LA FRANCIS HARDIMAN ELEMENTARY SCHOOL",0
"3982","580201060003","ARROWHEAD ELEMENTARY SCHOOL",1
